Time(us),Sensor 1,Sensor 2
15331,0.00,0.03
15332,0.00,0.03
15333,0.00,0.03
15334,0.00,0.03
15335,0.00,0.02
15336,0.00,0.03
15337,0.00,0.02
15338,0.00,0.03
15339,0.00,0.02
15340,0.00,0.03
15341,0.00,0.02
15342,0.00,0.03
15343,0.00,0.02
15344,0.00,0.03
15345,0.00,0.02
15346,0.00,0.03
15347,0.00,0.02
15348,0.00,0.03
15349,0.00,0.02
15350,0.00,0.03
15351,0.00,0.02
15352,0.00,0.03
15353,0.00,0.02
15354,0.00,0.03
15355,0.00,0.03
15356,0.00,0.03
15357,0.00,0.02
15358,0.00,0.03
15359,0.00,0.02
15360,0.00,0.03
15361,0.00,0.02
15362,0.00,0.03
15363,0.00,0.02
15364,0.00,0.03
15365,0.00,0.03
15366,0.00,0.03
15367,0.00,0.03
15368,0.00,0.03
15369,0.00,0.03
15370,0.00,0.03
15371,0.00,0.03
15372,0.00,0.03
15373,0.00,0.02
15374,0.00,0.03
15375,0.00,0.02
15376,0.00,0.03
15377,0.00,0.02
15378,0.00,0.03
15379,0.00,0.02
15380,0.00,0.03
15381,0.00,0.02
15382,0.00,0.03
15383,0.00,0.02
15384,0.00,0.03
15385,0.00,0.02
15386,0.00,0.03
15387,0.00,0.02
15388,0.00,0.03
15389,0.00,0.02
15390,0.00,0.03
15391,0.00,0.02
15392,0.00,0.03
15393,0.00,0.03
15394,0.00,0.03
15395,0.00,0.03
15396,0.00,0.03
15397,0.00,0.03
15398,0.00,0.03
15399,0.00,0.03
15400,0.00,0.03
15401,0.00,0.03
15402,0.00,0.03
15403,0.00,0.03
15404,0.00,0.03
15405,0.00,0.03
15406,0.00,0.02
15407,0.00,0.03
15408,0.00,0.03
15409,0.00,0.02
15410,0.00,0.03
15411,0.00,0.02
15412,0.00,0.03
15413,0.00,0.02
15414,0.00,0.03
15415,0.00,0.02
15416,0.00,0.03
15417,0.00,0.02
15418,0.00,0.03
15419,0.00,0.02
15420,0.00,0.03
15421,0.00,0.02
15422,0.00,0.03
15423,0.00,0.02
15424,0.00,0.03
15425,0.00,0.02
15426,0.00,0.03
15427,0.00,0.03
15428,0.00,0.03
15429,0.00,0.03
15430,0.00,0.03
15431,0.00,0.03
15432,0.00,0.03
15433,0.00,0.03
15434,0.00,0.03
15435,0.00,0.03
15436,0.00,0.03
15437,0.00,0.03
15438,0.00,0.03
15439,0.00,0.02
15440,0.00,0.03
15441,0.00,0.02
15442,0.00,0.03
15443,0.00,0.02
15444,0.00,0.03
15445,0.00,0.02
15446,0.00,0.03
15447,0.00,0.02
15448,0.00,0.03
15449,0.00,0.02
15450,0.00,0.03
15451,0.00,0.02
15452,0.00,0.03
15453,0.00,0.02
15454,0.00,0.03
15455,0.00,0.02
15456,0.00,0.03
15457,0.00,0.02
15458,0.00,0.03
15459,0.00,0.02
15460,0.00,0.03
15461,0.00,0.02
15462,0.00,0.03
15463,0.00,0.03
15464,0.00,0.03
15465,0.00,0.03
15466,0.00,0.03
15467,0.00,0.03
15468,0.00,0.03
15469,0.00,0.02
15470,0.00,0.03
15471,0.00,0.02
15472,0.00,0.03
15473,0.00,0.02
15474,0.00,0.03
15475,0.00,0.02
15476,0.00,0.03
15477,0.00,0.02
15478,0.00,0.03
15479,0.00,0.02
15480,0.00,0.03
15481,0.00,0.02
15482,0.00,0.03
15483,0.00,0.02
15484,0.00,0.03
15485,0.00,0.02
15486,0.00,0.02
15487,0.00,0.01
15488,0.00,0.02
15489,0.00,0.02
15490,0.00,0.02
15491,0.00,0.02
15492,0.00,0.02
15493,0.00,0.02
15494,0.00,0.02
15495,0.00,0.02
15496,0.00,0.04
15497,0.00,0.03
15498,0.00,0.03
15499,0.00,0.03
15500,0.00,0.03
15501,0.00,0.03
15502,0.00,0.03
15503,0.00,0.03
15504,0.00,0.03
15505,0.00,0.03
15506,0.00,0.03
15507,0.00,0.03
15508,0.00,0.03
15509,0.00,0.02
15510,0.00,0.03
15511,0.00,0.02
15512,0.00,0.03
15513,0.00,0.02
15514,0.00,0.02
15515,0.00,0.03
15516,0.00,0.02
15517,0.00,0.03
15518,0.00,0.02
15519,0.00,0.03
15520,0.00,0.02
15521,0.00,0.03
15522,0.00,0.02
15523,0.00,0.03
15524,0.00,0.02
15525,0.00,0.03
15526,0.00,0.03
15527,0.00,0.02
15528,0.00,0.03
15529,0.00,0.03
15530,0.00,0.03
15531,0.00,0.03
15532,0.00,0.03
15533,0.00,0.03
15534,0.00,0.03
15535,0.00,0.03
15536,0.00,0.03
15537,0.00,0.03
15538,0.00,0.03
15539,0.00,0.03
15540,0.00,0.03
15541,0.00,0.03
15542,0.00,0.03
15543,0.00,0.02
15544,0.00,0.03
15545,0.00,0.02
15546,0.00,0.03
15547,0.00,0.02
15548,0.00,0.03
15549,0.00,0.02
15550,0.00,0.03
15551,0.00,0.02
15552,0.00,0.03
15553,0.00,0.02
15554,0.00,0.03
15555,0.00,0.02
15556,0.00,0.03
15557,0.00,0.03
15558,0.00,0.03
15559,0.00,0.03
15560,0.00,0.03
15561,0.00,0.03
15562,0.00,0.03
15563,0.00,0.03
15564,0.00,0.03
15565,0.00,0.03
15566,0.00,0.03
15567,0.00,0.03
15568,0.00,0.03
15569,0.00,0.03
15570,0.00,0.03
15571,0.00,0.02
15572,0.00,0.03
15573,0.00,0.02
15574,0.00,0.03
15575,0.00,0.02
15576,0.00,0.03
15577,0.00,0.02
15578,0.00,0.03
15579,0.00,0.02
15580,0.00,0.03
15581,0.00,0.02
15582,0.00,0.03
15583,0.00,0.02
15584,0.00,0.03
15585,0.00,0.02
15586,0.00,0.03
15587,0.00,0.02
15588,0.00,0.03
15589,0.00,0.03
15590,0.00,0.03
15591,0.00,0.02
15592,0.00,0.03
15593,0.00,0.02
15594,0.00,0.03
15595,0.00,0.03
15596,0.00,0.03
15597,0.00,0.03
15598,0.00,0.03
15599,0.00,0.03
15600,0.00,0.03
15601,0.00,0.03
15602,0.00,0.03
15603,0.00,0.03
15604,0.00,0.03
15605,0.00,0.03
15606,0.00,0.03
15607,0.00,0.02
15608,0.00,0.03
15609,0.00,0.03
15610,0.00,0.03
15611,0.00,0.03
15612,0.00,0.03
15613,0.00,0.02
15614,0.00,0.03
15615,0.00,0.02
15616,0.00,0.03
15617,0.00,0.02
15618,0.00,0.03
15619,0.00,0.02
15620,0.00,0.03
15621,0.00,0.02
15622,0.00,0.03
15623,0.00,0.02
15624,0.00,0.03
15625,0.00,0.02
15626,0.00,0.03
15627,0.00,0.03
15628,0.00,0.03
15629,0.00,0.03
15630,0.00,0.03
15631,0.00,0.03
15632,0.00,0.03
15633,0.00,0.03
15634,0.00,0.03
15635,0.00,0.03
15636,0.00,0.03
15637,0.00,0.03
15638,0.00,0.03
15639,0.00,0.02
15640,0.00,0.03
15641,0.00,0.02
15642,0.00,0.03
15643,0.00,0.02
15644,0.00,0.03
15645,0.00,0.02
15646,0.00,0.03
15647,0.00,0.02
15648,0.00,0.02
15649,0.00,0.02
15650,0.00,0.02
15651,0.00,0.03
15652,0.00,0.02
15653,0.00,0.03
15654,0.00,0.02
15655,0.00,0.03
15656,0.00,0.03
15657,0.00,0.03
15658,0.00,0.03
15659,0.00,0.03
15660,0.00,0.03
15661,0.00,0.03
15662,0.00,0.03
15663,0.00,0.03
15664,0.00,0.03
15665,0.00,0.03
15666,0.00,0.03
15667,0.00,0.03
15668,0.00,0.03
15669,0.00,0.03
15670,0.00,0.03
15671,0.00,0.03
15672,0.00,0.03
15673,0.00,0.03
15674,0.00,0.03
15675,0.00,0.02
15676,0.00,0.03
15677,0.00,0.02
15678,0.00,0.03
15679,0.00,0.02
15680,0.00,0.03
15681,0.00,0.02
15682,0.00,0.03
15683,0.00,0.02
15684,0.00,0.03
15685,0.00,0.02
15686,0.00,0.03
15687,0.00,0.02
15688,0.00,0.03
15689,0.00,0.02
15690,0.00,0.03
15691,0.00,0.02
15692,0.00,0.03
15693,0.00,0.02
15694,0.00,0.03
15695,0.00,0.02
15696,0.00,0.03
15697,0.00,0.03
15698,0.00,0.03
15699,0.00,0.03
15700,0.00,0.03
15701,0.00,0.03
15702,0.00,0.03
15703,0.00,0.03
15704,0.00,0.03
15705,0.00,0.03
15706,0.00,0.03
15707,0.00,0.02
15708,0.00,0.03
15709,0.00,0.02
15710,0.00,0.03
15711,0.00,0.02
15712,0.00,0.03
15713,0.00,0.02
15714,0.00,0.03
15715,0.00,0.02
15716,0.00,0.03
15717,0.00,0.02
15718,0.00,0.03
15719,0.00,0.02
15720,0.00,0.03
15721,0.00,0.02
15722,0.00,0.03
15723,0.00,0.02
15724,0.00,0.03
15725,0.00,0.03
15726,0.00,0.03
15727,0.00,0.03
15728,0.00,0.03
15729,0.00,0.03
15730,0.00,0.03
15731,0.00,0.03
15732,0.00,0.03
15733,0.00,0.03
15734,0.00,0.03
15735,0.00,0.03
15736,0.00,0.03
15737,0.00,0.03
15738,0.00,0.03
15739,0.00,0.02
15740,0.00,0.03
15741,0.00,0.02
15742,0.00,0.03
15743,0.00,0.02
15744,0.00,0.03
15745,0.00,0.02
15746,0.00,0.03
15747,0.00,0.02
15748,0.00,0.03
15749,0.00,0.02
15750,0.00,0.03
15751,0.00,0.02
15752,0.00,0.03
15753,0.00,0.02
15754,0.00,0.03
15755,0.00,0.02
15756,0.00,0.03
15757,0.00,0.02
15758,0.00,0.03
15759,0.00,0.02
15760,0.00,0.03
15761,0.00,0.02
15762,0.00,0.03
15763,0.00,0.02
15764,0.00,0.03
15765,0.00,0.03
15766,0.00,0.03
15767,0.00,0.03
15768,0.00,0.03
15769,0.00,0.03
15770,0.00,0.03
15771,0.00,0.03
15772,0.00,0.03
15773,0.00,0.02
15774,0.00,0.03
15775,0.00,0.02
15776,0.00,0.03
15777,0.00,0.02
15778,0.00,0.03
15779,0.00,0.02
15780,0.00,0.03
15781,0.00,0.02
15782,0.00,0.03
15783,0.00,0.02
15784,0.00,0.03
15785,0.00,0.03
15786,0.00,0.03
15787,0.00,0.03
15788,0.00,0.03
15789,0.00,0.02
15790,0.00,0.03
15791,0.00,0.02
15792,0.00,0.03
15793,0.00,0.02
15794,0.00,0.03
15795,0.00,0.03
15796,0.00,0.03
15797,0.00,0.03
15798,0.00,0.03
15799,0.00,0.03
15800,0.00,0.03
15801,0.00,0.03
15802,0.00,0.03
15803,0.00,0.03
15804,0.00,0.03
15805,0.00,0.02
15806,0.00,0.03
15807,0.00,0.02
15808,0.00,0.03
15809,0.00,0.02
15810,0.00,0.03
15811,0.00,0.02
15812,0.00,0.03
15813,0.00,0.02
15814,0.00,0.03
15815,0.00,0.02
15816,0.00,0.03
15817,0.00,0.02
15818,0.00,0.03
15819,0.00,0.02
15820,0.00,0.03
15821,0.00,0.02
15822,0.00,0.03
15823,0.00,0.02
15824,0.00,0.03
15825,0.00,0.02
15826,0.00,0.03
15827,0.00,0.02
15828,0.00,0.03
15829,0.00,0.03
15830,0.00,0.03
15831,0.00,0.03
15832,0.00,0.03
15833,0.00,0.03
15834,0.00,0.03
15835,0.00,0.03
15836,0.00,0.03
15837,0.00,0.03
15838,0.00,0.03
15839,0.00,0.03
15840,0.00,0.03
15841,0.00,0.02
15842,0.00,0.03
15843,0.00,0.02
15844,0.00,0.03
15845,0.00,0.02
15846,0.00,0.03
15847,0.00,0.02
15848,0.00,0.03
15849,0.00,0.02
15850,0.00,0.03
15851,0.00,0.02
15852,0.00,0.03
15853,0.00,0.02
15854,0.00,0.03
15855,0.00,0.02
15856,0.00,0.03
15857,0.00,0.02
15858,0.00,0.03
15859,0.00,0.02
15860,0.00,0.03
15861,0.00,0.02
15862,0.00,0.03
15863,0.00,0.03
15864,0.00,0.03
15865,0.00,0.03
15866,0.00,0.03
15867,0.00,0.03
15868,0.00,0.03
15869,0.00,0.03
15870,0.00,0.03
15871,0.00,0.03
15872,0.00,0.03
15873,0.00,0.03
15874,0.00,0.03
15875,0.00,0.02
15876,0.00,0.03
15877,0.00,0.02
15878,0.00,0.03
15879,0.00,0.02
15880,0.00,0.03
15881,0.00,0.02
15882,0.00,0.03
15883,0.00,0.02
15884,0.00,0.03
15885,0.00,0.02
15886,0.00,0.03
15887,0.00,0.02
15888,0.00,0.03
15889,0.00,0.02
15890,0.00,0.03
15891,0.00,0.02
15892,0.00,0.03
15893,0.00,0.02
15894,0.00,0.03
15895,0.00,0.02
15896,0.00,0.02
15897,0.00,0.02
15898,0.00,0.03
15899,0.00,0.02
15900,0.00,0.03
15901,0.00,0.02
15902,0.00,0.03
15903,0.00,0.02
15904,0.00,0.03
15905,0.00,0.02
15906,0.00,0.04
15907,0.00,0.03
15908,0.00,0.03
15909,0.00,0.02
15910,0.00,0.03
15911,0.00,0.02
15912,0.00,0.03
15913,0.00,0.02
15914,0.00,0.02
15915,0.00,0.03
15916,0.00,0.02
15917,0.00,0.03
15918,0.00,0.02
15919,0.00,0.03
15920,0.00,0.02
15921,0.00,0.03
15922,0.00,0.03
15923,0.00,0.02
15924,0.00,0.03
15925,0.00,0.02
15926,0.00,0.03
15927,0.00,0.03
15928,0.00,0.03
15929,0.00,0.03
15930,0.00,0.03
15931,0.00,0.03
15932,0.00,0.03
15933,0.00,0.03
15934,0.00,0.03
15935,0.00,0.03
15936,0.00,0.03
15937,0.00,0.03
15938,0.00,0.03
15939,0.00,0.02
15940,0.00,0.03
15941,0.00,0.02
15942,0.00,0.03
15943,0.00,0.02
15944,0.00,0.03
15945,0.00,0.02
15946,0.00,0.03
15947,0.00,0.02
15948,0.00,0.03
15949,0.00,0.02
15950,0.00,0.03
15951,0.00,0.02
15952,0.00,0.03
15953,0.00,0.02
15954,0.00,0.03
15955,0.00,0.03
15956,0.00,0.03
15957,0.00,0.03
15958,0.00,0.03
15959,0.00,0.03
15960,0.00,0.03
15961,0.00,0.03
15962,0.00,0.03
15963,0.00,0.02
15964,0.00,0.03
15965,0.00,0.03
15966,0.00,0.03
15967,0.00,0.03
15968,0.00,0.03
15969,0.00,0.03
15970,0.00,0.03
15971,0.00,0.03
15972,0.00,0.03
15973,0.00,0.03
15974,0.00,0.03
15975,0.00,0.03
15976,0.00,0.03
15977,0.00,0.02
15978,0.00,0.03
15979,0.00,0.02
15980,0.00,0.03
15981,0.00,0.02
15982,0.00,0.03
15983,0.00,0.02
15984,0.00,0.03
15985,0.00,0.02
15986,0.00,0.03
15987,0.00,0.02
15988,0.00,0.03
15989,0.00,0.02
15990,0.00,0.03
15991,0.00,0.02
15992,0.00,0.03
15993,0.00,0.02
15994,0.00,0.03
15995,0.00,0.02
15996,0.00,0.03
15997,0.00,0.02
15998,0.00,0.03
15999,0.00,0.03
16000,0.00,0.03
16001,0.00,0.03
16002,0.00,0.03
16003,0.00,0.03
16004,0.00,0.03
16005,0.00,0.02
16006,0.00,0.03
16007,0.00,0.02
16008,0.00,0.03
16009,0.00,0.03
16010,0.00,0.03
16011,0.00,0.03
16012,0.00,0.03
16013,0.00,0.02
16014,0.00,0.03
16015,0.00,0.02
16016,0.00,0.03
16017,0.00,0.02
16018,0.00,0.03
16019,0.00,0.02
16020,0.00,0.03
16021,0.00,0.02
16022,0.00,0.03
16023,0.00,0.02
16024,0.00,0.03
16025,0.00,0.02
16026,0.00,0.03
16027,0.00,0.02
16028,0.00,0.03
16029,0.00,0.03
16030,0.00,0.03
16031,0.00,0.03
16032,0.00,0.03
16033,0.00,0.03
16034,0.00,0.03
16035,0.00,0.03
16036,0.00,0.03
16037,0.00,0.03
16038,0.00,0.03
16039,0.00,0.03
16040,0.00,0.03
16041,0.00,0.02
16042,0.00,0.03
16043,0.00,0.02
16044,0.00,0.03
16045,0.00,0.02
16046,0.00,0.03
16047,0.00,0.02
16048,0.00,0.03
16049,0.00,0.02
16050,0.00,0.03
16051,0.00,0.02
16052,0.00,0.03
16053,0.00,0.02
16054,0.00,0.03
16055,0.00,0.02
16056,0.00,0.03
16057,0.00,0.02
16058,0.00,0.03
16059,0.00,0.02
16060,0.00,0.03
16061,0.00,0.02
16062,0.00,0.03
16063,0.00,0.03
16064,0.00,0.03
16065,0.00,0.03
16066,0.00,0.03
16067,0.00,0.03
16068,0.00,0.03
16069,0.00,0.03
16070,0.00,0.03
16071,0.00,0.03
16072,0.00,0.03
16073,0.00,0.02
16074,0.00,0.03
16075,0.00,0.02
16076,0.00,0.03
16077,0.00,0.02
16078,0.00,0.03
16079,0.00,0.02
16080,0.00,0.03
16081,0.00,0.02
16082,0.00,0.03
16083,0.00,0.02
16084,0.00,0.03
16085,0.00,0.02
16086,0.00,0.03
16087,0.00,0.02
16088,0.00,0.03
16089,0.00,0.02
16090,0.00,0.03
16091,0.00,0.02
16092,0.00,0.03
16093,0.00,0.02
16094,0.00,0.03
16095,0.00,0.03
16096,0.00,0.03
16097,0.00,0.03
16098,0.00,0.03
16099,0.00,0.03
16100,0.00,0.03
16101,0.00,0.03
16102,0.00,0.03
16103,0.00,0.03
16104,0.00,0.03
16105,0.00,0.03
16106,0.00,0.03
16107,0.00,0.02
16108,0.00,0.03
16109,0.00,0.02
16110,0.00,0.03
16111,0.00,0.02
16112,0.00,0.03
16113,0.00,0.02
16114,0.00,0.03
16115,0.00,0.02
16116,0.00,0.03
16117,0.00,0.02
16118,0.00,0.03
16119,0.00,0.02
16120,0.00,0.03
16121,0.00,0.02
16122,0.00,0.03
16123,0.00,0.02
16124,0.00,0.03
16125,0.00,0.03
16126,0.00,0.03
16127,0.00,0.03
16128,0.00,0.03
16129,0.00,0.03
16130,0.00,0.03
16131,0.00,0.03
16132,0.00,0.03
16133,0.00,0.03
16134,0.00,0.03
16135,0.00,0.03
16136,0.00,0.03
16137,0.00,0.03
16138,0.00,0.03
16139,0.00,0.02
16140,0.00,0.03
16141,0.00,0.02
16142,0.00,0.03
16143,0.00,0.02
16144,0.00,0.03
16145,0.00,0.02
16146,0.00,0.03
16147,0.00,0.02
16148,0.00,0.03
16149,0.00,0.02
16150,0.00,0.03
16151,0.00,0.02
16152,0.00,0.03
16153,0.00,0.02
16154,0.00,0.03
16155,0.00,0.02
16156,0.00,0.03
16157,0.00,0.02
16158,0.00,0.03
16159,0.00,0.02
16160,0.00,0.03
16161,0.00,0.02
16162,0.00,0.03
16163,0.00,0.02
16164,0.00,0.03
16165,0.00,0.03
16166,0.00,0.03
16167,0.00,0.03
16168,0.00,0.03
16169,0.00,0.03
16170,0.00,0.03
16171,0.00,0.03
16172,0.00,0.03
16173,0.00,0.03
16174,0.00,0.03
16175,0.00,0.03
16176,0.00,0.03
16177,0.00,0.02
16178,0.00,0.03
16179,0.00,0.02
16180,0.00,0.03
16181,0.00,0.02
16182,0.00,0.02
16183,0.00,0.03
16184,0.00,0.02
16185,0.00,0.03
16186,0.00,0.02
16187,0.00,0.03
16188,0.00,0.02
16189,0.00,0.03
16190,0.00,0.03
16191,0.00,0.03
16192,0.00,0.03
16193,0.00,0.03
16194,0.00,0.03
16195,0.00,0.03
16196,0.00,0.03
16197,0.00,0.03
16198,0.00,0.03
16199,0.00,0.03
16200,0.00,0.03
16201,0.00,0.03
16202,0.00,0.03
16203,0.00,0.03
16204,0.00,0.03
16205,0.00,0.03
16206,0.00,0.03
16207,0.00,0.03
16208,0.00,0.03
16209,0.00,0.02
16210,0.00,0.03
16211,0.00,0.02
16212,0.00,0.03
16213,0.00,0.02
16214,0.00,0.03
16215,0.00,0.02
16216,0.00,0.03
16217,0.00,0.02
16218,0.00,0.03
16219,0.00,0.02
16220,0.00,0.03
16221,0.00,0.02
16222,0.00,0.03
16223,0.00,0.02
16224,0.00,0.03
16225,0.00,0.03
16226,0.00,0.03
16227,0.00,0.03
16228,0.00,0.03
16229,0.00,0.03
16230,0.00,0.03
16231,0.00,0.03
16232,0.00,0.03
16233,0.00,0.03
16234,0.00,0.03
16235,0.00,0.03
16236,0.00,0.03
16237,0.00,0.03
16238,0.00,0.03
16239,0.00,0.02
16240,0.00,0.03
16241,0.00,0.02
16242,0.00,0.03
16243,0.00,0.02
16244,0.00,0.03
16245,0.00,0.02
16246,0.00,0.03
16247,0.00,0.02
16248,0.00,0.03
16249,0.00,0.02
16250,0.00,0.03
16251,0.00,0.02
16252,0.00,0.03
16253,0.00,0.02
16254,0.00,0.03
16255,0.00,0.02
16256,0.00,0.03
16257,0.00,0.02
16258,0.00,0.03
16259,0.00,0.02
16260,0.00,0.03
16261,0.00,0.02
16262,0.00,0.03
16263,0.00,0.03
16264,0.00,0.03
16265,0.00,0.03
16266,0.00,0.03
16267,0.00,0.03
16268,0.00,0.03
16269,0.00,0.03
16270,0.00,0.03
16271,0.00,0.03
16272,0.00,0.03
16273,0.00,0.03
16274,0.00,0.03
16275,0.00,0.02
16276,0.00,0.03
16277,0.00,0.02
16278,0.00,0.03
16279,0.00,0.02
16280,0.00,0.03
16281,0.00,0.02
16282,0.00,0.03
16283,0.00,0.02
16284,0.00,0.03
16285,0.00,0.02
16286,0.00,0.03
16287,0.00,0.03
16288,0.00,0.03
16289,0.00,0.03
16290,0.00,0.03
16291,0.00,0.03
16292,0.00,0.03
16293,0.00,0.03
16294,0.00,0.03
16295,0.00,0.03
16296,0.00,0.03
16297,0.00,0.03
16298,0.00,0.03
16299,0.00,0.03
16300,0.00,0.03
16301,0.00,0.03
16302,0.00,0.03
16303,0.00,0.03
16304,0.00,0.02
16305,0.00,0.02
16306,0.00,0.01
16307,0.00,0.02
16308,0.00,0.02
16309,0.00,0.02
16310,0.00,0.02
16311,0.00,0.02
16312,0.00,0.02
16313,0.00,0.02
16314,0.00,0.02
16315,0.00,0.02
16316,0.00,0.03
16317,0.00,0.02
16318,0.00,0.03
16319,0.00,0.02
16320,0.00,0.03
16321,0.00,0.02
16322,0.00,0.03
16323,0.00,0.02
16324,0.00,0.03
16325,0.00,0.02
16326,0.00,0.03
16327,0.00,0.03
16328,0.00,0.03
16329,0.00,0.03
16330,0.00,0.03
16331,0.00,0.03
16332,0.00,0.03
16333,0.00,0.03
16334,0.00,0.03
16335,0.00,0.03
16336,0.00,0.03
16337,0.00,0.03
16338,0.00,0.03
16339,0.00,0.02
16340,0.00,0.03
16341,0.00,0.02
16342,0.00,0.03
16343,0.00,0.02
16344,0.00,0.03
16345,0.00,0.02
16346,0.00,0.03
16347,0.00,0.02
16348,0.00,0.02
16349,0.00,0.02
16350,0.00,0.02
16351,0.00,0.02
16352,0.00,0.03
16353,0.00,0.02
16354,0.00,0.03
16355,0.00,0.02
16356,0.00,0.03
16357,0.00,0.02
16358,0.00,0.03
16359,0.00,0.02
16360,0.00,0.03
16361,0.00,0.03
16362,0.00,0.03
16363,0.00,0.02
16364,0.00,0.03
16365,0.00,0.02
16366,0.00,0.03
16367,0.00,0.03
16368,0.00,0.03
16369,0.00,0.03
16370,0.00,0.03
16371,0.00,0.03
16372,0.00,0.03
16373,0.00,0.02
16374,0.00,0.03
16375,0.00,0.02
16376,0.00,0.03
16377,0.00,0.02
16378,0.00,0.03
16379,0.00,0.02
16380,0.00,0.03
16381,0.00,0.02
16382,0.00,0.03
16383,0.00,0.02
16384,0.00,0.03
16385,0.00,0.02
16386,0.00,0.03
16387,0.00,0.02
16388,0.00,0.03
16389,0.00,0.02
16390,0.00,0.03
16391,0.00,0.02
16392,0.00,0.03
16393,0.00,0.02
16394,0.00,0.03
16395,0.00,0.03
16396,0.00,0.03
16397,0.00,0.03
16398,0.00,0.03
16399,0.00,0.03
16400,0.00,0.03
16401,0.00,0.03
16402,0.00,0.03
16403,0.00,0.03
16404,0.00,0.03
16405,0.00,0.03
16406,0.00,0.02
16407,0.00,0.03
16408,0.00,0.02
16409,0.00,0.03
16410,0.00,0.02
16411,0.00,0.03
16412,0.00,0.02
16413,0.00,0.03
16414,0.00,0.02
16415,0.00,0.02
16416,0.00,0.03
16417,0.00,0.02
16418,0.00,0.03
16419,0.00,0.02
16420,0.00,0.03
16421,0.00,0.02
16422,0.00,0.03
16423,0.00,0.02
16424,0.00,0.03
16425,0.00,0.02
16426,0.00,0.03
16427,0.00,0.02
16428,0.00,0.03
16429,0.00,0.03
16430,0.00,0.03
16431,0.00,0.03
16432,0.00,0.03
16433,0.00,0.03
16434,0.00,0.03
16435,0.00,0.03
16436,0.00,0.03
16437,0.00,0.03
16438,0.00,0.03
16439,0.00,0.02
16440,0.00,0.03
16441,0.00,0.02
16442,0.00,0.03
16443,0.00,0.02
16444,0.00,0.03
16445,0.00,0.02
16446,0.00,0.03
16447,0.00,0.02
16448,0.00,0.03
16449,0.00,0.02
16450,0.00,0.03
16451,0.00,0.02
16452,0.00,0.03
16453,0.00,0.02
16454,0.00,0.03
16455,0.00,0.02
16456,0.00,0.03
16457,0.00,0.02
16458,0.00,0.03
16459,0.00,0.02
16460,0.00,0.03
16461,0.00,0.02
16462,0.00,0.03
16463,0.00,0.03
16464,0.00,0.03
16465,0.00,0.03
16466,0.00,0.03
16467,0.00,0.03
16468,0.00,0.03
16469,0.00,0.03
16470,0.00,0.03
16471,0.00,0.03
16472,0.00,0.03
16473,0.00,0.03
16474,0.00,0.03
16475,0.00,0.03
16476,0.00,0.03
16477,0.00,0.02
16478,0.00,0.03
16479,0.00,0.02
16480,0.00,0.03
16481,0.00,0.02
16482,0.00,0.03
16483,0.00,0.02
16484,0.00,0.03
16485,0.00,0.02
16486,0.00,0.03
16487,0.00,0.02
16488,0.00,0.03
16489,0.00,0.03
16490,0.00,0.03
16491,0.00,0.03
16492,0.00,0.03
16493,0.00,0.02
16494,0.00,0.03
16495,0.00,0.02
16496,0.00,0.03
16497,0.00,0.03
16498,0.00,0.03
16499,0.00,0.03
16500,0.00,0.03
16501,0.00,0.03
16502,0.00,0.03
16503,0.00,0.03
16504,0.00,0.03
16505,0.00,0.03
16506,0.00,0.03
16507,0.00,0.02
16508,0.00,0.03
16509,0.00,0.02
16510,0.00,0.03
16511,0.00,0.02
16512,0.00,0.03
16513,0.00,0.02
16514,0.00,0.03
16515,0.00,0.02
16516,0.00,0.03
16517,0.00,0.02
16518,0.00,0.03
16519,0.00,0.02
16520,0.00,0.03
16521,0.00,0.02
16522,0.00,0.03
16523,0.00,0.02
16524,0.00,0.03
16525,0.00,0.02
16526,0.00,0.03
16527,0.00,0.02
16528,0.00,0.03
16529,0.00,0.03
16530,0.00,0.03
16531,0.00,0.03
16532,0.00,0.03
16533,0.00,0.03
16534,0.00,0.03
16535,0.00,0.03
16536,0.00,0.03
16537,0.00,0.03
16538,0.00,0.03
16539,0.00,0.03
16540,0.00,0.03
16541,0.00,0.03
16542,0.00,0.03
16543,0.00,0.03
16544,0.00,0.03
16545,0.00,0.03
16546,0.00,0.02
16547,0.00,0.03
16548,0.00,0.02
16549,0.00,0.03
16550,0.00,0.03
16551,0.00,0.02
16552,0.00,0.03
16553,0.00,0.02
16554,0.00,0.03
16555,0.00,0.02
16556,0.00,0.03
16557,0.00,0.03
16558,0.00,0.03
16559,0.00,0.03
16560,0.00,0.03
16561,0.00,0.03
16562,0.00,0.03
16563,0.00,0.02
16564,0.00,0.03
16565,0.00,0.03
16566,0.00,0.03
16567,0.00,0.03
16568,0.00,0.03
16569,0.00,0.03
16570,0.00,0.03
16571,0.00,0.03
16572,0.00,0.03
16573,0.00,0.02
16574,0.00,0.03
16575,0.00,0.02
16576,0.00,0.03
16577,0.00,0.02
16578,0.00,0.03
16579,0.00,0.02
16580,0.00,0.03
16581,0.00,0.02
16582,0.00,0.03
16583,0.00,0.02
16584,0.00,0.03
16585,0.00,0.02
16586,0.00,0.03
16587,0.00,0.02
16588,0.00,0.03
16589,0.00,0.02
16590,0.00,0.03
16591,0.00,0.02
16592,0.00,0.03
16593,0.00,0.02
16594,0.00,0.03
16595,0.00,0.03
16596,0.00,0.03
16597,0.00,0.03
16598,0.00,0.03
16599,0.00,0.03
16600,0.00,0.03
16601,0.00,0.03
